DeclaredCounty/Area	State	Incident Type	Area Type	Title	Disaster Number (copy)	DistinctDisasterNumbers	Number of Records
Wahkiakum	Washington	Flood	County	SEVERE STORMS & FLOODING	784	1	1
Adams	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Allegheny	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Armstrong	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Beaver	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Bedford	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Berks	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Blair	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Bradford	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Bucks	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Butler	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Cambria	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Cameron	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Carbon	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Centre	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Chester	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Clarion	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Clearfield	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Clinton	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Columbia	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Crawford	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Cumberland	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Dauphin	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Delaware	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Elk	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Erie	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Fayette	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Forest	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Franklin	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Fulton	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Greene	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Huntingdon	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Indiana	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Jefferson	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Juniata	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Lackawanna	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Lancaster	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Lawrence	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Lebanon	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Lehigh	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Luzerne	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Lycoming	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
McKean	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Mercer	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Mifflin	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Monroe	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Montgomery	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Montour	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Northampton	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Northumberland	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Perry	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Philadelphia	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Pike	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Potter	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Schuylkill	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Snyder	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Somerset	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Sullivan	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Susquehanna	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Tioga	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Union	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Venango	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Warren	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Washington	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Wayne	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Westmoreland	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Wyoming	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
York	Pennsylvania	Flood	County	TROPICAL STORM AGNES	340	1	1
Aurora	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Bon Homme	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Charles Mix	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Clay	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Davison	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Hanson	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Hutchinson	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Kingsbury	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Lake	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Lincoln	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
McCook	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Miner	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Moody	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Turner	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Union	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Yankton	South Dakota	Flood	County	SEVERE STORMS & FLOODING	717	1	1
Fremont	Iowa	Flood	County	STORMS & FLASH FLOODING	795	1	1
Mills	Iowa	Flood	County	STORMS & FLASH FLOODING	795	1	1
Montgomery	Iowa	Flood	County	STORMS & FLASH FLOODING	795	1	1
Page	Iowa	Flood	County	STORMS & FLASH FLOODING	795	1	1
Allegheny	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	766	1	1
Caddo	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Canadian	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Carter	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Comanche	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Cotton	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Custer	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Garvin	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Grady	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Kay	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Kingfisher	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Kiowa	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Logan	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
McClain	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Murray	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Stephens	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Tillman	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	794	1	1
Clarion	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	641	1	1
Crawford	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	641	1	1
Jefferson	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	641	1	1
Mercer	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	641	1	1
Venango	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	641	1	1
Adams	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Bureau	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Calhoun	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Cass	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Clark	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Crawford	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Fulton	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Greene	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Grundy	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Hancock	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Jersey	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
La Salle	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Lee	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Marshall	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Mason	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Monroe	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Morgan	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Peoria	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Pike	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Rock Island	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Tazewell	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Will	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Woodford	Illinois	Flood	County	SEVERE STORMS & FLOODING	735	1	1
Riverside	California	Flood	County	FLASH FLOODING	690	1	1
San Bernardino	California	Flood	County	FLASH FLOODING	690	1	1
Tanana	Alaska	Flood	ANV/ANVSA	"COASTAL STORM, HIGH WINDS & WAVES"	781	1	1
North Slope	Alaska	Flood	Borough	"COASTAL STORM, HIGH WINDS & WAVES"	781	1	1
Cache	Utah	Flood	County	"HEAVY RAINS, SNOWMELT & FLOODING"	760	1	1
Morgan	Utah	Flood	County	"HEAVY RAINS, SNOWMELT & FLOODING"	760	1	1
Wasatch	Utah	Flood	County	"HEAVY RAINS, SNOWMELT & FLOODING"	760	1	1
Weber	Utah	Flood	County	"HEAVY RAINS, SNOWMELT & FLOODING"	760	1	1
Allegany	New York	Flood	County	SEVERE STORMS & FLOODING	725	1	1
Steuben	New York	Flood	County	SEVERE STORMS & FLOODING	725	1	1
Yates	New York	Flood	County	SEVERE STORMS & FLOODING	725	1	1
Clark	Nevada	Flood	County	HEAVY RAINS & FLOODING	723	1	1
Honolulu	Hawaii	Flood	County	"SEVERE STORMS, MUDSLIDES & FLOODING"	808	1	1
Mobile	Alabama	Flood	County	SEVERE STORMS & FLOODING	639	1	1
Arkansas	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Crittenden	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Cross	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Lee	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Lonoke	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Mississippi	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Monroe	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Ouachita	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Poinsett	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Pulaski	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Woodruff	Arkansas	Flood	County	SEVERE STORMS & FLOODING	807	1	1
Fayette	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Hancock	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Harrison	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Jackson	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Kanawha	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Marion	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Marshall	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Monongalia	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Nicholas	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Ohio	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Preston	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Putnam	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Raleigh	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Taylor	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Webster	West Virginia	Flood	County	SEVERE STORMS & FLOODING	628	1	1
Logan	West Virginia	Flood	County	SEVERE STORMS & FLOODING	706	1	1
McDowell	West Virginia	Flood	County	SEVERE STORMS & FLOODING	706	1	1
Mingo	West Virginia	Flood	County	SEVERE STORMS & FLOODING	706	1	1
Wayne	West Virginia	Flood	County	SEVERE STORMS & FLOODING	706	1	1
Gila	Arizona	Flood	County	SEVERE STORMS & FLOODING	570	1	1
Graham	Arizona	Flood	County	SEVERE STORMS & FLOODING	570	1	1
Greenlee	Arizona	Flood	County	SEVERE STORMS & FLOODING	570	1	1
Maricopa	Arizona	Flood	County	SEVERE STORMS & FLOODING	570	1	1
Navajo	Arizona	Flood	County	SEVERE STORMS & FLOODING	570	1	1
Pima	Arizona	Flood	County	SEVERE STORMS & FLOODING	570	1	1
Imperial	California	Flood	County	FLOODING	687	1	1
Riverside	California	Flood	County	FLOODING	687	1	1
San Bernardino	California	Flood	County	FLOODING	687	1	1
Delta	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Dolores	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Eagle	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Garfield	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Gunnison	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Hinsdale	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Mesa	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Moffat	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Montrose	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Ouray	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Pitkin	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Rio Blanco	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Routt	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Saguache	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
San Miguel	Colorado	Flood	County	"SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING"	719	1	1
Carson City	Nevada	Flood		SEVERE STORMS & FLOODING	759	1	1
Douglas	Nevada	Flood	County	SEVERE STORMS & FLOODING	759	1	1
Humboldt	Nevada	Flood	County	SEVERE STORMS & FLOODING	759	1	1
Lyon	Nevada	Flood	County	SEVERE STORMS & FLOODING	759	1	1
Storey	Nevada	Flood	County	SEVERE STORMS & FLOODING	759	1	1
Washoe	Nevada	Flood	County	SEVERE STORMS & FLOODING	759	1	1
Baltimore	Maryland	Flood		HEAVY RAINS & FLOODING	489	1	1
Anne Arundel	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Baltimore	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Calvert	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Carroll	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Cecil	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Charles	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Frederick	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Howard	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Kent	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Montgomery	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Prince George's	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Talbot	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Washington	Maryland	Flood	County	HEAVY RAINS & FLOODING	489	1	1
Apache	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Cochise	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Gila	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Graham	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Greenlee	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Mohave	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Navajo	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Pima	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Pinal	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Santa Cruz	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Yavapai	Arizona	Flood	County	SEVERE STORMS & FLOODING	691	1	1
Lewis	New York	Flood	County	FLOODING	733	1	1
Oswego	New York	Flood	County	FLOODING	733	1	1
Cabell	West Virginia	Flood	County	SEVERE STORMS & FLOODING	569	1	1
Jackson	West Virginia	Flood	County	SEVERE STORMS & FLOODING	569	1	1
Lincoln	West Virginia	Flood	County	SEVERE STORMS & FLOODING	569	1	1
Mingo	West Virginia	Flood	County	SEVERE STORMS & FLOODING	569	1	1
Wayne	West Virginia	Flood	County	SEVERE STORMS & FLOODING	569	1	1
Chouteau	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Daniels	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Dawson	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Deer Lodge	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Fergus	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Glacier	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Granite	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Liberty	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Petroleum	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Phillips	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Pondera	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Powell	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Sanders	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Teton	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Toole	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Valley	Montana	Flood	County	"HEAVY RAINS, LANDSLIDES & FLOODING"	761	1	1
Blaine	Montana	Flood	County	SEVERE STORMS & FLOODING	777	1	1
Garfield	Montana	Flood	County	SEVERE STORMS & FLOODING	777	1	1
Hill	Montana	Flood	County	SEVERE STORMS & FLOODING	777	1	1
McCone	Montana	Flood	County	SEVERE STORMS & FLOODING	777	1	1
Phillips	Montana	Flood	County	SEVERE STORMS & FLOODING	777	1	1
Rosebud	Montana	Flood	County	SEVERE STORMS & FLOODING	777	1	1
Valley	Montana	Flood	County	SEVERE STORMS & FLOODING	777	1	1
Milwaukee	Wisconsin	Flood	County	SEVERE STORMS	770	1	1
Waukesha	Wisconsin	Flood	County	SEVERE STORMS	770	1	1
Butler	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Coshocton	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Cuyahoga	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Franklin	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Geauga	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Greene	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Lake	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Licking	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Lorain	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Mercer	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Montgomery	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Preble	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Warren	Ohio	Flood	County	SEVERE STORMS & FLOODING	831	1	1
Allegheny	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	721	1	1
Armstrong	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	721	1	1
Bedford	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	721	1	1
Blair	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	721	1	1
McKean	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	721	1	1
Somerset	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	721	1	1
Westmoreland	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	721	1	1
Caledonia	Vermont	Flood	County	SEVERE STORMS & FLOODING	712	1	1
Franklin	Vermont	Flood	County	SEVERE STORMS & FLOODING	712	1	1
Lamoille	Vermont	Flood	County	SEVERE STORMS & FLOODING	712	1	1
Orange	Vermont	Flood	County	SEVERE STORMS & FLOODING	712	1	1
Washington	Vermont	Flood	County	SEVERE STORMS & FLOODING	712	1	1
Alcona	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Bay	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Genesee	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Gratiot	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Huron	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Iosco	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Isabella	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Lake	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Lapeer	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Mason	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Mecosta	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Midland	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Montcalm	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Muskegon	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Newaygo	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Oceana	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Osceola	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Saginaw	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Sanilac	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Shiawassee	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Tuscola	Michigan	Flood	County	SEVERE STORMS AND FLOODING	744	1	1
Larimer	Colorado	Flood	County	FLASH FLOOD DUE TO DAM FAILURE	665	1	1
Cheshire	New Hampshire	Flood	County	"SEVERE STORMS, FLOODING"	771	1	1
Hillsborough	New Hampshire	Flood	County	"SEVERE STORMS, FLOODING"	771	1	1
Sullivan	New Hampshire	Flood	County	"SEVERE STORMS, FLOODING"	771	1	1
Cabell	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Greenbrier	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Lincoln	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Logan	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
McDowell	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Mercer	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Mingo	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Raleigh	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Summers	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Wayne	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Wyoming	West Virginia	Flood	County	SEVERE STORMS & FLOODING	531	1	1
Bedford	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Blair	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Cambria	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Clearfield	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Indiana	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Jefferson	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Somerset	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Westmoreland	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	537	1	1
Inyo	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Kern	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Kings	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Los Angeles	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Mono	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Monterey	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Orange	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Riverside	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
San Bernardino	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
San Diego	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
San Luis Obispo	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Santa Barbara	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
