DeclaredCounty/Area	State	Incident Type	Area Type	Title	Disaster Number (copy)	DistinctDisasterNumbers	Number of Records
Edmunds	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Grant	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Gregory	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Hamlin	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Hanson	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Jerauld	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Kingsbury	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Marshall	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Mellette	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Moody	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Roberts	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Sanborn	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Spink	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Todd	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Tripp	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Turner	South Dakota	Flood	County	"SEVERE WINTER STORMS, FLOODING, AND ICE JAMS"	1375	1	1
Crooked Creek	Alaska	Flood	ANV/ANVSA	FLOODING	1423	1	1
Lime Village	Alaska	Flood	ANV/ANVSA	FLOODING	1423	1	1
Red Devil	Alaska	Flood	ANV/ANVSA	FLOODING	1423	1	1
Sleetmute	Alaska	Flood	ANV/ANVSA	FLOODING	1423	1	1
Fairbanks North Star	Alaska	Flood	Borough	FLOODING	1423	1	1
Matanuska-Susitna	Alaska	Flood	Borough	FLOODING	1423	1	1
Bethel	Alaska	Flood	Census Area	FLOODING	1423	1	1
Dillingham	Alaska	Flood	Census Area	FLOODING	1423	1	1
Wade Hampton	Alaska	Flood	Census Area	FLOODING	1423	1	1
Yukon-Koyukuk	Alaska	Flood	Census Area	FLOODING	1423	1	1
Baca	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Clear Creek	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Crowley	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Elbert	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Kiowa	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Larimer	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Lincoln	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Logan	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Morgan	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Otero	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Phillips	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Prowers	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Weld	Colorado	Flood	County	"SEVERE STORMS, HEAVY RAIN, FLASH FLOODS, FLOODING, MUDSLIDES"	1186	1	1
Aitkin	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Anoka	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Becker	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Beltrami	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Benton	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Big Stone	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Blue Earth	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Brown	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Carver	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Cass	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Chippewa	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Clay	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Clearwater	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Dakota	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Douglas	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Goodhue	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Grant	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Hennepin	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Houston	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Hubbard	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Kandiyohi	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Kittson	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Lac qui Parle	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Lake of the Woods	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Le Sueur	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Lincoln	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Lyon	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
McLeod	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Mahnomen	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Marshall	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Morrison	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Murray	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Nicollet	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Norman	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Otter Tail	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Pennington	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Polk	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Pope	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Ramsey	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Red Lake	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Redwood	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Renville	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Roseau	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
St. Louis	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Scott	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Sherburne	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Sibley	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Stearns	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Stevens	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Swift	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Todd	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Traverse	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Wabasha	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Wadena	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Washington	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Wilkin	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Winona	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Wright	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Yellow Medicine	Minnesota	Flood	County	"SEVERE FLOODING, HIGH WINDS,SEVERE STORMS"	1175	1	1
Barbour	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Braxton	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Cabell	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Calhoun	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Doddridge	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Gilmer	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Harrison	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Jackson	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Kanawha	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Lewis	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Lincoln	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Marion	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Mason	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Monongalia	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Pocahontas	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Preston	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Putnam	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Randolph	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Ritchie	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Roane	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Taylor	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Tucker	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Tyler	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Upshur	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Wetzel	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Wirt	West Virginia	Flood	County	"FLOODING, SEVERE STORMS, AND LANDSLIDES"	1319	1	1
Baraga	Michigan	Flood	County	FLOODING	1413	1	1
Gogebic	Michigan	Flood	County	FLOODING	1413	1	1
Houghton	Michigan	Flood	County	FLOODING	1413	1	1
Iron	Michigan	Flood	County	FLOODING	1413	1	1
Marquette	Michigan	Flood	County	FLOODING	1413	1	1
Ontonagon	Michigan	Flood	County	FLOODING	1413	1	1
Standing Rock Sioux Tribe of North & South Dakota	North Dakota	Flood		"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Barnes	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Benson	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Bottineau	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Burke	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Burleigh	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Cass	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Cavalier	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Dickey	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Divide	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Eddy	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Emmons	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Foster	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Grand Forks	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Griggs	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Kidder	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
LaMoure	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Logan	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
McHenry	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
McIntosh	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
McLean	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Mercer	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Morton	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Mountrail	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Nelson	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Pembina	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Pierce	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Ramsey	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Ransom	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Renville	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Richland	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Rolette	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Sargent	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Sheridan	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Sioux	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Steele	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Stutsman	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Towner	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Traill	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Walsh	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Ward	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Wells	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
Williams	North Dakota	Flood	County	"SEVERE STORMS, FLOODING, SNOW, ICE, GROUND SATURATION, LANSLIDES, MUDSLIDES, AND TOR"	1279	1	1
